syllabus_id,year,course_title,subtitle,departments,grade,campus,term_schedule,credits,note,extraction_time,created_at,all_instructors_kanji,all_instructors_kana
B000003020,2025,基礎演習,現代リスク社会におけるビジネスの役割について考える,経営学部,1年次～4年次,深草,後期　水３(B314),2,基礎演習１年生,2025-06-02 00:01:29,2025-06-01 15:01:30,河邉　純,カワベ　ジュン
B000003030,2025,基礎演習,ICTを活用したマネジメントの基礎,経営学部,1年次～4年次,深草,後期　水３(B315),2,基礎演習１年生,2025-06-02 00:01:54,2025-06-01 15:01:56,栢木　紀哉,カヤキ　ノリヤ
B000003040,2025,基礎演習,経営学・会計学を学ぶための企業の見方の研究,経営学部,1年次～4年次,深草,後期　水３(B316),2,基礎演習１年生,2025-06-02 00:01:56,2025-06-01 15:01:59,加藤　正浩,カトウ　マサヒロ
B000003050,2025,基礎演習,企業のリサーチをしよう,経営学部,1年次～4年次,深草,後期　水３(B317),2,基礎演習１年生,2025-06-02 00:02:00,2025-06-01 15:02:01,梶脇　裕二,カジワキ　ユウジ
B000003070,2025,基礎演習,現代人の「教養」として経営学の基礎を学ぶ,経営学部,1年次～4年次,深草,後期　水３(B318),2,基礎演習１年生,2025-06-02 00:02:01,2025-06-01 15:02:01,岩田　浩,イワタ　ヒロシ
B000003080,2025,基礎演習,ライフ・プラン（生活設計）とアセット・ビルディング（資産形成）を学ぶ,経営学部,1年次～4年次,深草,後期　水３(B319),2,基礎演習１年生,2025-06-02 00:02:00,2025-06-01 15:02:01,井手　健二,イデ　ケンジ
B000003090,2025,,,,,,,,,2025-06-01 21:51:03,2025-06-01 12:51:04,,
B000003100,2025,経営組織論,経営組織の基礎を学ぶ,経営学部,1年次～4年次,深草,後期　木２(B305),2,２０２５年以降入学生用（経営学科生のみ）,2025-06-02 00:02:01,2025-06-01 15:02:01,岩田　浩,イワタ　ヒロシ
B000003110,2025,経営組織論,（なし）,経営学部,3年次～4年次,深草,後期　木３(B310),2,２０２４年度以前入学生用,2025-06-02 00:02:03,2025-06-01 15:02:05,玉井　信吾,タマイ　シンゴ
B000003120,2025,国際比較経営史,ビジネス上の問いかけに、多様な答えをだせるようになろう。,経営学部,3年次～4年次,深草,前期　金１(B202),2,２０２４年度以前入学生用,2025-06-02 00:02:04,2025-06-01 15:02:05,西川　浩司,ニシカワ　ヒロシ
B000003160,2025,実践・デジタルマーケティングの基礎,,経営学部,2年次～4年次,オンライン,後期　火１(B306),2,２０２４年度以前入学生用。オンライン科目,2025-06-02 00:02:24,2025-06-01 15:02:25,樋口　聖,ヒグチ　セイ
B000003180,2025,実践・社会課題発見演習,,経営学部,2年次～4年次,深草,後期　火２(B318),2,２０２４年度以前入学生用,2025-06-02 00:02:29,2025-06-01 15:02:29,鈴木　美央,スズキ　ミオ
B000003190,2025,特講・我が社の経営と京都,,経営学部,3年次～4年次,深草,後期　火４(B310),2,２０２４年度以前入学生用,2025-06-02 00:02:36,2025-06-01 15:02:37,"川勝　美早子, 北野　裕子, 鈴木　美央","カワカツ　ミサコ, キタノ　ユウコ, スズキ　ミオ"
B000003210,2025,実践・グローバル時代の「多様性と調和」のマネジメント,,経営学部,3年次～4年次,深草,前期　木４(B209),2,２０２４年度以前入学生用,2025-06-02 00:02:39,2025-06-01 15:02:39,大隅　要,オオスミ　カナメ
B000003220,2025,特講・映画・文化産業概論,,経営学部,2年次～4年次,深草,後期　火４(B315),2,２０２４年度以前入学生用,2025-06-02 00:02:39,2025-06-01 15:02:41,"板倉　一成, 由良　泰人, 横地　由起子","イタクラ　カズナリ, ユラ　ヤスト, ヨコチ　ユキコ"
B000003310,2025,,,,,,,,,2025-06-01 21:52:03,2025-06-01 12:52:03,,
B000003320,2025,,,,,,,,,2025-06-01 21:52:04,2025-06-01 12:52:05,,
B000003330,2025,実践ビジネス論Ⅲ,特別留学生・交換留学生向け 企業経営論（経営学とビジネスの接点）,経営学部,2年次～4年次,深草,後期　火３(B313),2,協定留学生科目,2025-06-02 00:02:39,2025-06-01 15:02:41,矢野　伸一,ヤノ　シンイチ
B000003340,2025,ゼミ探求,主体的に情報を収集して，自分が所属するゼミを自律的に選択する,経営学部,1年次～4年次,深草,前期　水３(B222),2,２０２５年度以降入学生用（経営学科生のみ）,2025-06-02 00:02:39,2025-06-01 15:02:39,宮本　琢也,ミヤモト　タクヤ
B000003350,2025,ゼミ探求,主体的に情報を収集して，自分が所属するゼミを自律的に選択する,経営学部,1年次～4年次,深草,前期　水３(B221),2,２０２５年度以降入学生用（経営学科生のみ）,2025-06-02 00:02:39,2025-06-01 15:02:39,松本　勇樹,マツモト　ユウキ
B000003360,2025,,,,,,,,,2025-06-01 21:53:03,2025-06-01 12:53:03,,
B000003370,2025,ゼミ探求,主体的に情報を収集して，自分が所属するゼミを自律的に選択する,経営学部,1年次～4年次,深草,前期　水３(B220),2,２０２５年度以降入学生用（経営学科生のみ）,2025-06-02 00:02:52,2025-06-01 15:02:54,藤木　潤司,フジキ　ジユンジ
B000003380,2025,ゼミ探求,主体的に情報を収集して，自分が所属するゼミを自律的に選択する,経営学部,1年次～4年次,深草,前期　水３(B218),2,２０２５年度以降入学生用（経営学科生のみ）,2025-06-02 00:03:22,2025-06-01 15:03:23,潘　宝燕,ハン　ホウエン
B000003390,2025,,,,,,,,,2025-06-01 21:53:07,2025-06-01 12:53:07,,
B000003400,2025,ゼミ探求,主体的に情報を収集して，自分が所属するゼミを自律的に選択する,経営学部,1年次～4年次,深草,前期　水３(B216),2,２０２５年度以降入学生用（経営学科生のみ）,2025-06-02 00:03:22,2025-06-01 15:03:22,濵田　崇嘉,ハマダ　タカヨシ
B000003410,2025,ゼミ探求,主体的に情報を収集して，自分が所属するゼミを自律的に選択する,経営学部,1年次～4年次,深草,前期　水３(B215),2,２０２５年度以降入学生用（経営学科生のみ）,2025-06-02 00:03:22,2025-06-01 15:03:23,西岡　久充,ニシオカ　ヒサミツ
B000003420,2025,ゼミ探求,主体的に情報を収集して，自分が所属するゼミを自律的に選択する,経営学部,1年次～4年次,深草,前期　水３(B214),2,２０２５年度以降入学生用（経営学科生のみ）,2025-06-02 00:03:24,2025-06-01 15:03:28,竹谷　多賀子,タケヤ　タカコ
B000003430,2025,ゼミ探求,主体的に情報を収集して，自分が所属するゼミを自律的に選択する,経営学部,1年次～4年次,深草,前期　水３(B213),2,２０２５年度以降入学生用（経営学科生のみ）,2025-06-02 00:03:22,2025-06-01 15:03:23,鈴木　学,スズキ　マナブ
B000003440,2025,ゼミ探求,主体的に情報を収集して，自分が所属するゼミを自律的に選択する,経営学部,1年次～4年次,深草,前期　水３(B212),2,２０２５年度以降入学生用（経営学科生のみ）,2025-06-02 00:03:22,2025-06-01 15:03:23,坂本　雅則,サカモト　マサノリ
B000003450,2025,ゼミ探求,主体的に情報を収集して，自分が所属するゼミを自律的に選択する,経営学部,1年次～4年次,深草,前期　水３(B211),2,２０２５年度以降入学生用（経営学科生のみ）,2025-06-02 00:03:22,2025-06-01 15:03:23,河邉　純,カワベ　ジュン
B000003460,2025,ゼミ探求,主体的に情報を収集して，自分が所属するゼミを自律的に選択する,経営学部,1年次～4年次,深草,前期　水３(B210),2,２０２５年度以降入学生用（経営学科生のみ）,2025-06-02 00:03:22,2025-06-01 15:03:23,栢木　紀哉,カヤキ　ノリヤ
B000003470,2025,ゼミ探求,主体的に情報を収集して，自分が所属するゼミを自律的に選択する,経営学部,1年次～4年次,深草,前期　水３(B209),2,２０２５年度以降入学生用（経営学科生のみ）,2025-06-02 00:03:53,2025-06-01 15:03:54,加藤　正浩,カトウ　マサヒロ
B000003480,2025,ゼミ探求,主体的に情報を収集して，自分が所属するゼミを自律的に選択する,経営学部,1年次～4年次,深草,前期　水３(B208),2,２０２５年度以降入学生用（経営学科生のみ）,2025-06-02 00:04:01,2025-06-01 15:04:04,梶脇　裕二,カジワキ　ユウジ
B000003490,2025,,,,,,,,,2025-06-01 21:54:15,2025-06-01 12:54:15,,
B000003510,2025,ゼミ探求,主体的に情報を収集して，自分が所属するゼミを自律的に選択する,経営学部,1年次～4年次,深草,前期　水３(B206),2,２０２５年度以降入学生用（経営学科生のみ）,2025-06-02 00:04:01,2025-06-01 15:04:04,于　健,ウ　ケン
B000003520,2025,ゼミ探求,主体的に情報を収集して，自分が所属するゼミを自律的に選択する,経営学部,1年次～4年次,深草,前期　水３(B205),2,２０２５年度以降入学生用（経営学科生のみ）,2025-06-02 00:04:01,2025-06-01 15:04:04,岩田　浩,イワタ　ヒロシ
B000003530,2025,,,,,,,,,2025-06-01 21:55:12,2025-06-01 12:55:12,,
B000003540,2025,特別演習Ⅰ,チームワークを通じて組織におけるイノベーションの生み出し方を経験を通じて獲得する,経営学部,2年次～4年次,深草,後期　木４,2,特別演習２年生,2025-06-02 00:04:06,2025-06-01 15:04:08,坂本　雅則,サカモト　マサノリ
B000003550,2025,,,,,,,,,2025-06-01 21:55:18,2025-06-01 12:55:18,,
B000003560,2025,特別演習Ⅰ,自身のキャリアに真摯に向き合い、世の中への貢献を目指す,経営学部,2年次～4年次,深草,後期　金５,2,特別演習２年生,2025-06-02 00:04:06,2025-06-01 15:04:08,太田　侑樹,オオタ　ユウキ
B000003570,2025,特別演習Ⅰ,技術経営・生産管理・国際経営分野のテーマを取り扱う,経営学部,2年次～4年次,深草,後期　月４(B303),2,特別演習２年生,2025-06-02 00:04:06,2025-06-01 15:04:08,潘　宝燕,ハン　ホウエン
B000003580,2025,特別演習Ⅰ,財務諸表の理論と分析手法をより深く学ぶ（チーム活動とその報告）,経営学部,2年次～4年次,深草,後期　月４(B304),2,特別演習２年生,2025-06-02 00:04:05,2025-06-01 15:04:08,濵田　崇嘉,ハマダ　タカヨシ
B000003590,2025,,,,,,,,,2025-06-01 21:56:07,2025-06-01 12:56:07,,
B000003610,2025,特別演習Ⅰ,ビジネスモデルとイノベーションについて学ぶ,経営学部,2年次～4年次,深草,後期　木３(B311),2,特別演習２年生,2025-06-02 00:04:34,2025-06-01 15:04:34,宮本　琢也,ミヤモト　タクヤ
B000003620,2025,企業と社会,現代社会における企業の役割,経営学部,1年次～4年次,深草,前期　火４(B212),2,"Ｂ２５０２０５～（留学生含む）、２年生以上
２０２５年度以降入学生対象",2025-06-02 00:04:44,2025-06-01 15:04:46,竹谷　多賀子,タケヤ　タカコ
B000003630,2025,企業と社会,現代社会における企業の役割,経営学部,1年次～4年次,深草,前期　金２(B204),2,"Ｂ２５０００１～Ｂ２５０２０４、２年生以上
２０２５年度以降入学生対象",2025-06-02 00:04:44,2025-06-01 15:04:46,河邉　純,カワベ　ジュン
B000003640,2025,企業の国際化,身近な国際経営現象について考える,経営学部,1年次～4年次,深草,前期　月３(B206),2,２０２４年度以前入学生用,2025-06-02 00:04:43,2025-06-01 15:04:46,潘　宝燕,ハン　ホウエン
B000003641,2025,企業の国際化,身近な国際経営現象について考える,経営学部,1年次～4年次,深草,前期　木３(B212),2,２０２４年度以前入学生用,2025-06-02 00:04:48,2025-06-01 15:04:50,宮本　琢也,ミヤモト　タクヤ
B000003650,2025,国際経営入門,身近な国際経営現象について考える,経営学部,1年次～4年次,深草,前期　月３(B207),2,２０２５年度以降入学生用。Ｂ２５０２０５～（留学生含む）、２年生以上,2025-06-02 00:04:48,2025-06-01 15:04:50,潘　宝燕,ハン　ホウエン
B000003651,2025,国際経営入門,身近な国際経営現象について考える,経営学部,1年次～4年次,深草,前期　木３(B213),2,２０２５年度以降入学生用。Ｂ２５０００１～Ｂ２５０２０４、２年生以上,2025-06-02 00:04:48,2025-06-01 15:04:50,宮本　琢也,ミヤモト　タクヤ
B000003660,2025,入門ファイナンス,家計・企業の投資，金融入門,経営学部,1年次～4年次,深草,前期　火４(B213),2,"Ｂ２５０００１～Ｂ２５０２０４、２年生以上
２０２５年度以降入学生用",2025-06-02 00:04:48,2025-06-01 15:04:50,深谷　優介,フカヤ　ユウスケ
B000003670,2025,入門ファイナンス,家計・企業の投資，金融入門,経営学部,1年次～4年次,深草,前期　木３(B214),2,"Ｂ２５０２０５～（留学生含む）
２０２５年度以降入学生用",2025-06-02 00:05:14,2025-06-01 15:05:14,深谷　優介,フカヤ　ユウスケ
B000003680,2025,経営と情報,経営における情報利用のための基礎知識と実際,経営学部,1年次～4年次,深草,前期　火１(B207),2,２０２４年度以前入学生用,2025-06-02 00:05:38,2025-06-01 15:05:39,林　千宏,ハヤシ　チヒロ
B000003681,2025,経営と情報,経営における情報利用のための基礎知識と実際,経営学部,1年次～4年次,深草,前期　月３(B208),2,２０２４年度以前入学生用,2025-06-02 00:05:39,2025-06-01 15:05:39,栢木　紀哉,カヤキ　ノリヤ
B000003682,2025,,,,,,,2,２０２４年度以前入学生用,2025-06-02 00:05:39,2025-06-01 15:05:39,林　千宏,ハヤシ　チヒロ
B000003690,2025,経営情報学Ⅰ,経営における情報利用のための基礎知識と実際,経営学部,1年次～4年次,深草,前期　火１(B208),2,２０２５年度以降入学生用（経営学科生のみ）。Ｂ２５０２５５～Ｂ２５０３８０（Ｂ２５２００１～Ｂ２５２０２０留学生含む）,2025-06-02 00:05:39,2025-06-01 15:05:39,林　千宏,ハヤシ　チヒロ
B000003691,2025,経営情報学Ⅰ,経営における情報利用のための基礎知識と実際,経営学部,1年次～4年次,深草,前期　月３(B209),2,２０２５年度以降入学生用（経営学科生のみ）。Ｂ２５０００１～Ｂ２５０１２７,2025-06-02 00:05:39,2025-06-01 15:05:40,栢木　紀哉,カヤキ　ノリヤ
B000003692,2025,経営情報学Ⅰ,経営における情報利用のための基礎知識と実際,経営学部,1年次～4年次,深草,前期　木４(B212),2,２０２５年度以降入学生用（商学科生教職課程履修者用）,2025-06-02 00:05:39,2025-06-01 15:05:39,林　千宏,ハヤシ　チヒロ
B000003693,2025,経営情報学Ⅰ,経営における情報利用のための基礎知識と実際,経営学部,1年次～4年次,深草,前期　月３(B210),2,２０２５年度以降入学生用（商学科生教職課程履修者用）,2025-06-02 00:05:39,2025-06-01 15:05:40,栢木　紀哉,カヤキ　ノリヤ
B000003694,2025,,,,,,,,,2025-06-01 21:58:31,2025-06-01 12:58:31,,
B000003695,2025,経営情報学Ⅰ,経営における情報利用のための基礎知識と実際,経営学部,1年次～4年次,深草,前期　火１(B209),2,２０２５年度以降入学生用（商学科生教職課程履修者用）,2025-06-02 00:05:39,2025-06-01 15:05:40,林　千宏,ハヤシ　チヒロ
B000003720,2025,現代の企業会計,経営学部の学生として最低限必要な財務諸表の見方に関する知識,経営学部,1年次～4年次,深草,後期　木２(B306),2,２０２４年度以前入学生用,2025-06-02 00:06:17,2025-06-01 15:06:19,鈴木　学,スズキ　マナブ
B000003721,2025,,,,,,,,,2025-06-01 21:58:31,2025-06-01 12:58:31,,
B000003730,2025,財務諸表分析入門,経営学部の学生として最低限必要な財務諸表の見方に関する知識,経営学部,1年次～4年次,深草,後期　木２(B307),2,２０２５年度以降入学生用（経営学科のみ）Ｂ２５０００１～Ｂ２５０１９０,2025-06-02 00:06:17,2025-06-01 15:06:19,鈴木　学,スズキ　マナブ
B000003731,2025,財務諸表分析入門,経営学部の学生として最低限必要な財務諸表の見方に関する知識,経営学部,1年次～4年次,深草,後期　木３(B313),2,２０２５年度以降入学生用（経営学科のみ）Ｂ２５０１９１～Ｂ２５０３８０（Ｂ２５２００１～Ｂ２５２０２０留学生含む）,2025-06-02 00:06:18,2025-06-01 15:06:19,鈴木　学,スズキ　マナブ
B000003732,2025,財務諸表分析入門,経営学部の学生として最低限必要な財務諸表の見方に関する知識,経営学部,1年次～4年次,深草,後期　木２(B308),2,２０２５年度以降入学生用（商学科教職課程履修者用）,2025-06-02 00:06:18,2025-06-01 15:06:19,鈴木　学,スズキ　マナブ
B000003733,2025,,,,,,,,,2025-06-01 21:59:31,2025-06-01 12:59:31,,
B000003740,2025,コーポレートファイナンス入門,コーポレートファイナンスの全体像とエッセンス,経営学部,1年次～4年次,深草,後期　火４(B316),2,２０２５年以降入学生用（経営学科生のみ）,2025-06-02 00:06:18,2025-06-01 15:06:19,深谷　優介,フカヤ　ユウスケ
B000003750,2025,,,,,,,,,2025-06-01 21:59:34,2025-06-01 12:59:35,,
B000003751,2025,経営とコンピュータ利用,,経営学部,1年次～4年次,深草,後期　月２(B305),2,２０２４年度以前入学生用,2025-06-02 00:06:21,2025-06-01 15:06:23,小林　正樹,コバヤシ　マサキ
B000003760,2025,,,,,,,,,2025-06-01 21:59:37,2025-06-01 12:59:38,,
B000003761,2025,経営情報学Ⅱ,,経営学部,1年次～4年次,深草,後期　月２(B306),2,２０２５年度以降入学生用（経営学科生のみ）。Ｂ２５０１９１～Ｂ２５０３８０（Ｂ２５２００１～Ｂ２５２０２０留学生含む）,2025-06-02 00:06:21,2025-06-01 15:06:23,小林　正樹,コバヤシ　マサキ
B000003762,2025,経営情報学Ⅱ,,経営学部,1年次～4年次,深草,後期　月２(B307),2,２０２５年度以降入学生用（商学科教職課程履修者用）,2025-06-02 00:06:22,2025-06-01 15:06:23,小林　正樹,コバヤシ　マサキ
B000003763,2025,,,,,,,,,2025-06-01 21:59:43,2025-06-01 12:59:43,,
B000003770,2025,経営データ分析Ⅰ,データリテラシー基礎,経営学部,1年次～4年次,深草,後期　木２(B309),2,２０２５年度以降入学生用（経営学科生のみ）。Ｂ２５０２８６～Ｂ２５０３８０（Ｂ２５２００１～Ｂ２５２０２０留学生含む）,2025-06-02 00:06:54,2025-06-01 15:06:56,林　千宏,ハヤシ　チヒロ
B000003771,2025,,,,,,,,,2025-06-01 22:00:31,2025-06-01 13:00:31,,
B000003780,2025,,,,,,,,,2025-06-01 22:00:34,2025-06-01 13:00:34,,
B000003781,2025,,,,,,,,,2025-06-01 22:00:35,2025-06-01 13:00:36,,
B000003790,2025,経営データ分析Ⅰ,データリテラシー基礎,経営学部,1年次～4年次,深草,後期　木４(B313),2,２０２５年度以降入学生用（経営学科生のみ）。Ｂ２５００９６～Ｂ２５０１９０,2025-06-02 00:06:58,2025-06-01 15:07:00,林　千宏,ハヤシ　チヒロ
B000003791,2025,,,,,,,,,2025-06-01 22:00:39,2025-06-01 13:00:40,,
B000003800,2025,経営データ分析Ⅰ,データリテラシー基礎,経営学部,1年次～4年次,深草,後期　月２(B308),2,２０２５年度以降入学生用（経営学科生のみ）。Ｂ２５０００１～Ｂ２５００９５,2025-06-02 00:06:58,2025-06-01 15:07:00,橋本　はる美,ハシモト　ハルミ
B000003801,2025,経営データ分析Ⅰ,データリテラシー基礎,経営学部,1年次～4年次,深草,後期　月２(B309),2,２０２５年度以降入学生用（商学科教職課程履修者用）,2025-06-02 00:06:59,2025-06-01 15:07:00,橋本　はる美,ハシモト　ハルミ
B000003810,2025,,,,,,,,,2025-06-01 22:00:51,2025-06-01 13:00:51,,
B000003820,2025,,,,,,,,,2025-06-01 22:00:55,2025-06-01 13:00:56,,
B000003830,2025,ベーシックアカウンティングⅠ,企業経営における会計の基本的な仕組みと実社会で活用される会計情報について理解する,経営学部,1年次～4年次,深草,前期　金４(B206),2,２０２５年度以降入学生用（商学科生のみ）,2025-06-02 00:07:02,2025-06-01 15:07:05,木下　徹弘,キシタ　テツヒロ
B000003840,2025,ベーシックマーケティング,マーケティングの考え方に親しむ,経営学部,1年次～4年次,深草,前期　木３(B215),2,２０２５年度以降入学生用（商学科生のみ）,2025-06-02 00:07:02,2025-06-01 15:07:05,遠藤　明子,エンドウ　アキコ
B000003850,2025,ビジネスケーススタディＡ,我々の身近にあるビジネスを学ぶ,経営学部,1年次～4年次,深草,前期　月３(B211),2,２０２５年度以降入学生用（商学科生のみ）,2025-06-02 00:07:02,2025-06-01 15:07:05,秋庭　太,アキバ　フトシ
B000003860,2025,ビジネスケーススタディＢ,さまざまなビジネスを知る,経営学部,1年次～4年次,深草,前期　火１(B210),2,２０２５年度以降入学生用（商学科生のみ）,2025-06-02 00:07:07,2025-06-01 15:07:09,眞鍋　邦大,マナベ　クニヒロ
B000003870,2025,プロジェクト入門,マーケットを開催する,経営学部,1年次～4年次,深草,後期　木２(B315),2,２０２５年度以降入学生用（商学科生のみ）,2025-06-02 00:07:31,2025-06-01 15:07:32,眞鍋　邦大,マナベ　クニヒロ
B000003880,2025,プロジェクト入門,マーケットを開催する,経営学部,1年次～4年次,深草,後期　木２(B316),2,２０２５年度以降入学生用（商学科生のみ）,2025-06-02 00:07:59,2025-06-01 15:08:00,藤岡　章子,フジオカ　アキコ
B000003890,2025,プロジェクト入門,マーケットを開催する,経営学部,1年次～4年次,深草,後期　木２(B317),2,２０２５年度以降入学生用（商学科生のみ）,2025-06-02 00:07:59,2025-06-01 15:08:00,鈴木　美央,スズキ　ミオ
B000003900,2025,,,,,,,,,2025-06-01 22:01:48,2025-06-01 13:01:48,,
B000003910,2025,アカデミックスキルズＡ,,経営学部,1年次～4年次,深草,後期　水３(B320),2,２０２５年度以降入学生用（商学科生のみ）,2025-06-02 00:07:59,2025-06-01 15:08:00,野口　聡子,ノグチ　サトコ
B000003920,2025,アカデミックスキルズＡ,,経営学部,1年次～4年次,深草,後期　水３(B321),2,２０２５年度以降入学生用（商学科生のみ）,2025-06-02 00:07:59,2025-06-01 15:08:00,鈴木　美央,スズキ　ミオ
B000003930,2025,,,,,,,,,2025-06-01 22:02:06,2025-06-01 13:02:06,,
B000003940,2025,,,,,,,,,2025-06-01 22:02:13,2025-06-01 13:02:13,,
B000003950,2025,アカデミックスキルズＡ,,経営学部,1年次～4年次,深草,後期　水３(B324),2,２０２５年度以降入学生用（商学科生のみ）,2025-06-02 00:07:59,2025-06-01 15:08:00,西川　浩司,ニシカワ　ヒロシ
B000003960,2025,,,,,,,,,2025-06-01 22:02:43,2025-06-01 13:02:43,,
B000003970,2025,,,,,,,,,2025-06-01 22:02:47,2025-06-01 13:02:47,,
B000003980,2025,,,,,,,,,2025-06-01 22:02:50,2025-06-01 13:02:51,,
B000003990,2025,ベーシックアカウンティングⅡ,小規模な企業経営における会計と関連する基礎知識,経営学部,1年次～4年次,深草,後期　火３(B314),2,２０２５年度以降入学生用（商学科生のみ）,2025-06-02 00:07:59,2025-06-01 15:08:00,奥林　礼寛,オクバヤシ　ノリヒロ
B000004000,2025,,,,,,,,,2025-06-02 00:07:57,2025-06-01 15:07:58,西川　浩司,ニシカワ　ヒロシ
B000004010,2025,グローバルビジネスの基礎,グローバル化するビジネス,経営学部,1年次～4年次,深草,後期　月３(B307),2,２０２５年度以降入学生用（商学科生のみ）,2025-06-02 00:08:00,2025-06-01 15:08:01,林　尚毅,ハヤシ　ナオキ
B000004020,2025,ワークルール入門,ワークルールを知って「賢く働く」,経営学部,1年次～4年次,深草,後期　木４(B316),2,２０２５年度以降入学生用,2025-06-02 00:08:33,2025-06-01 15:08:34,細川　孝,ホソカワ　タカシ
B000004050,2025,,,,,,,,,2025-06-01 22:03:53,2025-06-01 13:03:53,,
B000004060,2025,,,,,,,,,2025-06-01 22:03:53,2025-06-01 13:03:54,,
B000004070,2025,上級外国語Ａ（ドイツ）,,経営学部,2年次～4年次,深草,前期　水４(B203),2,,2025-06-02 00:08:34,2025-06-01 15:08:34,熊谷　知実,クマガイ　トモミ
B000004080,2025,上級外国語Ａ（ドイツ）,ドイツ語の基礎の学習とドイツ語圏の文化に触れる,経営学部,2年次～4年次,深草,前期　金１(B204),2,,2025-06-02 00:08:34,2025-06-01 15:08:34,山下　大輔,ヤマシタ　ダイスケ
B000004090,2025,上級外国語Ａ（フランス）,映画で楽しむフランス語,経営学部,2年次～4年次,深草,前期　火３(B219),2,,2025-06-02 00:08:39,2025-06-01 15:08:41,ボワトー　パトリス,ボワトー　パトリス
B000004100,2025,上級外国語Ａ（フランス）,フランス語の会話、聞き取り、作文,経営学部,2年次～4年次,深草,前期　水３(B223),2,,2025-06-02 00:08:39,2025-06-01 15:08:41,小柏　裕俊,オガシワ　ヒロトシ
B000004110,2025,上級外国語Ａ（コリア）,,経営学部,2年次～4年次,深草,前期　火２(B220),2,,2025-06-02 00:08:43,2025-06-01 15:08:46,金　情浩,キム　ジョンホ
B000004120,2025,上級外国語Ａ（中国）,,経営学部,2年次～4年次,深草,前期　月２(B216),2,,2025-06-02 00:08:43,2025-06-01 15:08:46,呉　英玉,ゴ　エイギヨク
B000004130,2025,上級外国語Ａ（中国）,体感中国,経営学部,2年次～4年次,深草,前期　水３(B224),2,,2025-06-02 00:08:43,2025-06-01 15:08:46,トウ　岩,トウ　ガン
B000004140,2025,上級外国語Ｂ（スペイン）,スペイン語での発信力を身に付けよう。,経営学部,2年次～4年次,深草,後期　火２(B320),2,,2025-06-02 00:09:12,2025-06-01 15:09:12,西洞院　遥美,ニシノトウイン　ハルミ
B000004150,2025,上級外国語Ｂ（ドイツ）,,経営学部,2年次～4年次,深草,後期　水４(B302),2,,2025-06-02 00:09:12,2025-06-01 15:09:12,熊谷　知実,クマガイ　トモミ
B000004160,2025,上級外国語Ｂ（ドイツ）,ドイツ語の基礎の学習とドイツ語圏の文化に触れる,経営学部,2年次～4年次,深草,後期　金１(B307),2,,2025-06-02 00:09:12,2025-06-01 15:09:12,山下　大輔,ヤマシタ　ダイスケ
B000004170,2025,,,,,,,,,2025-06-01 22:05:10,2025-06-01 13:05:11,,
B000004180,2025,上級外国語Ｂ（フランス）,フランス語の会話、聞き取り、作文,経営学部,2年次～4年次,深草,後期　水３(B328),2,,2025-06-02 00:09:20,2025-06-01 15:09:24,小柏　裕俊,オガシワ　ヒロトシ
B000004190,2025,上級外国語Ｂ（コリア）,,経営学部,2年次～4年次,深草,後期　火２(B321),2,,2025-06-02 00:09:19,2025-06-01 15:09:24,金　情浩,キム　ジョンホ
B000004200,2025,上級外国語Ｂ（中国）,,経営学部,2年次～4年次,深草,後期　月２(B311),2,,2025-06-02 00:09:25,2025-06-01 15:09:27,呉　英玉,ゴ　エイギヨク
B000004210,2025,上級外国語Ｂ（中国）,体感中国,経営学部,2年次～4年次,深草,後期　水３(B329),2,,2025-06-02 00:09:25,2025-06-01 15:09:27,トウ　岩,トウ　ガン
B000004220,2025,上級外国語Ｃ（スペイン）,スペイン語セミナーⅠＣ,経営学部,2年次～4年次,深草,前期　火３(B220),2,,2025-06-02 00:09:26,2025-06-01 15:09:27,ガルシア　アルバレス　アンドレス,ガルシア　アルバレスアンドレス
B000004230,2025,上級外国語Ｃ（ドイツ）,,経営学部,2年次～4年次,深草,前期　月１(B211),2,,2025-06-02 00:09:49,2025-06-01 15:09:49,河崎　靖,カワサキ　ヤスシ
B000004240,2025,,,,,,,,,2025-06-01 22:05:57,2025-06-01 13:05:57,,
B000004250,2025,上級外国語Ｃ（フランス）,中級フランス語,経営学部,2年次～4年次,深草,前期　木３(B216),2,,2025-06-02 00:10:21,2025-06-01 15:10:22,廣瀬　純,ヒロセ　ジユン
B000004260,2025,,,,,,,,,2025-06-01 22:06:25,2025-06-01 13:06:25,,
B000004270,2025,上級外国語Ｃ（中国）,,経営学部,2年次～4年次,深草,前期　木２(B223),2,,2025-06-02 00:10:21,2025-06-01 15:10:22,島　由子,シマ　ユウコ
B000004280,2025,,,,,,,,,2025-06-01 22:06:55,2025-06-01 13:06:55,,
B000004290,2025,上級外国語Ｄ（ドイツ）,,経営学部,2年次～4年次,深草,後期　月１(B306),2,,2025-06-02 00:10:21,2025-06-01 15:10:22,河崎　靖,カワサキ　ヤスシ
B000004300,2025,上級外国語Ｄ（フランス）,フランス語を読みフランスを知る（読解・文法復習・和訳）,経営学部,2年次～4年次,深草,後期　水４(B303),2,,2025-06-02 00:10:21,2025-06-01 15:10:22,小柏　裕俊,オガシワ　ヒロトシ
B000004310,2025,,,,,,,,,2025-06-01 22:06:57,2025-06-01 13:06:57,,
